Line #,Key,en Version,ka Translation
760,ka.app.msgs.does_not_exist,You tried to access a page that does not exist.,"თქვენ ცდილობთ ისეთი გვერდის ნახვას, რომელიც არ არსებობს."
761,ka.app.msgs.not_authorized,You are not authorized to view that page.,თქვენ არ გაქვთ ამ გვერდის ნახვის უფლება.
762,ka.app.msgs.success_created,%{obj} was successfully created.,%{obj} შექმნილია.
763,ka.app.msgs.success_updated,%{obj} was successfully updated.,%{obj} განახლებულია.
764,ka.app.msgs.success_deleted,%{obj} was successfully deleted.,%{obj} წაშლილია.
765,ka.app.msgs.mass_change_question_saved,Question settings were saved.,შეკითხვის პარამეტრები შენახულია
766,ka.app.msgs.mass_change_question_not_saved,An error occurred while saving the question settings.,შეკითხვის პარამეტრების შენახვისას წარმოიშვა პრობლემა
767,ka.app.msgs.mass_change.question_type.saved,Question data type settings were saved.,Question data type settings were saved.
768,ka.app.msgs.mass_change.question_type.no_data_to_save,Nothing to save.,Nothing to save.
769,ka.app.msgs.mass_change.question_type.not_saved,An error occurred while saving the question type settings.,An error occurred while saving the question type settings.
770,ka.app.msgs.mass_change.question_type.validation_error_for_all,None of the questions were saved due to the validation errors.,None of the questions were saved due to validation errors.
771,ka.app.msgs.mass_change.question_type.validation_error_for_some,All questions were saved except the following due to validation errors: %{codes},All questions were saved except the following due to validation errors: %{codes}
772,ka.app.msgs.mass_change_answer_saved,Answer settings were saved.,პასუხის პარამეტრები შენახულია
773,ka.app.msgs.mass_change_answer_not_saved,An error occurred while saving the answer settings.,პასუხების პარამეტრების შენახვისას წარმოიშვა პრობლემა
774,ka.app.msgs.sort_saved,Sort orders were saved.,დახარისხების წყობა შენახულია
775,ka.app.msgs.sort_not_saved,An error occurred while saving the sort orders.,დახარისხების წყობის შენახვისას წარმოიშვა პრობლემა
776,ka.app.msgs.mapping_saved,The question was successfully made mappable.,შეკითხვა გახდა რუკაზე დატანადი
777,ka.app.msgs.mapping_not_save,An error occurred while making the question mappable.,რუკაზე შეკითხვის დატანის დროს წარმოიშვა პრობლემა
778,ka.app.msgs.mapping_deleted,The question is no longer mappable.,შეკითხვა აღარ არის რუკაზე დატანადი
779,ka.app.msgs.mapping_not_deleted,The question mapping could not be deleted.,შეკითხვის რუკაზე დატანის წაშლა შეუძლებელია
780,ka.app.msgs.time_series_automatic_match,%{count} questions were added to your time series.,%{count} თქვენს პერიოდულ შედარებაში შეკითხვები დამატებულია.
781,ka.app.msgs.mass_upload_questions_error,The following error occurred while processing the questions: %{msg},შეკითხვების დამუშავების დროს წარმოიშვა შემდეგი პრობლემა: %{msg}
782,ka.app.msgs.mass_upload_questions_success,%{count} questions were updated!,%{count} შეკითხვები განახლდა!
783,ka.app.msgs.mass_upload_answers_error,The following error occurred while processing the answers: %{msg},პასუხების დამუშავების დროს წარმოიშვა შემდეგი პრობლემა: %{msg}
784,ka.app.msgs.mass_upload_answers_success,%{count} answers were updated!,%{count} პასუხები განახლდა!
785,ka.app.msgs.highlight_show_home_page_success,The highlight will now always appear on the home page.,რჩეული ფაქტი ყოველთვის გამოჩნდება მთავარ გვერდზე
786,ka.app.msgs.highlight_deleted,The highlight has been deleted.,რჩეული ფაქტი წაიშალა
787,ka.app.msgs.highlight_description_updated,The highlight description has been updated.,რჩეული ფაქტის აღწერა განახლებულია
788,ka.app.msgs.explore_error,An error occurred while processing your request.,თქვენი მოთხოვნის შესრულების დროს წარმოიშვა პრობლემა
789,ka.app.msgs.explore_no_data,No data was found for your request.,ამ მოთხვნისთვის მონაცემები არ მოიძებნა
790,ka.app.msgs.user_settings_updated,Your settings were successfully updated.,თქვენი პარამეტრები წარმატებით განახლდა.
791,ka.app.msgs.api_key_created,Your API Access Token was successfully created.,თქვენი API-ის დაშვების გასაღები წარმატებით წაიშალა
792,ka.app.msgs.api_key_deleted,Your API Access Token was successfully deleted.,თქვენი API-ის დაშვების გასაღები წარმატებით წაიშალა
793,ka.app.msgs.missing_user_info,We have made some changes to the site that require you to update your user settings. Sorry for the inconvenience.,თქვენ მიერ საიტზე განხორციელებული ცვლილებების გამო სავალდებულოა თქვენი პარამეტრების განახლება. ბოდიში შეწუხებისთვის.
794,ka.app.msgs.message_sent,Thank you for contacting us!,მადლობას გიხდით ჩვენთან დაკავშირებისთვის
795,ka.app.msgs.description_saved,Description was successfully saved,აღწერა შენახულია
796,ka.app.msgs.error_while_save,An error occurred while saving,შენახვის დროს წარმოიშვა პრობლემა
797,ka.app.msgs.insert_description_text,[Please enter description text so you can see it here],"[შეიყვანეთ აღწერის მოკლე ტექსტი, რომელსაც აქ ნახავთ]"
798,ka.app.msgs.datatable_regex_search,Search for text that is only in this column. You can use regular expressions like ^ for beginning of string and $ for end of string.,"მოძებნეთ ტექსტი ამ სვეტში. შეგიძლიათ გამოიყენოთ Regular Expression, მაგალითად, '^' ტექსტის დასაწყისისთვის და '$' - დასასრულისთვის."
799,ka.app.msgs.datatable_select_search,Filter the items in the table by selecting an item from the list.,ცხრილში მონაცემების გაფილტვრა ჩამონათვალიდან არჩეული ერთეულის მიხედვით
800,ka.app.msgs.jumpto_group,Jump to this group,ამ ჯგუფზე გადასვლა
801,ka.app.msgs.is_group,This is a group of questions,ეს არის შეკითხვების ჯგუფი
802,ka.app.msgs.is_subgroup,This is a subgroup of questions,ეს არის შეკითხვების ქვეჯგუფი
803,ka.app.msgs.weights_deleted,All weights have been deleted.,ყველა შეწონვა წაშლილია
804,ka.app.msgs.must_include_weight,The question is marked as a weight and must be included in the download.,"შეკითხვა მონიშნულია, როგორც შეწონვა და აუცილებლად უნდა იყოს ჩამოსატვირთ ფაილში."
805,ka.app.msgs.cannot_include_weight,The question is marked as a weight and cannot be included as a question in the analsysis.,"შეკითხვა მონიშნულია, როგორც შეწონვა და ვერ გაანალიზდება, როგორც შეკითხვა. "
806,ka.app.msgs.question_no_answers,This question does not have answers and cannot be analyzed.,ამ შეკითხვას არ აქვს პასუხები და ვერ გაანალიზდება
807,ka.app.msgs.admin_codebook_questions,"This administrative view of the codebook shows all questions including those that are excluded and those that have no answers, which can be identified by the icon next to the question name. Please be aware that questions that are excluded or have no answers will not be visible to the public.","კოდირების დოკუმენტის ადმინისტრატორის პანელიდან ნახვისას ხელმისაწვდომია ყველა შეკითხვა, მათ შორის ანალიზიდან გამორიცხული და უპასუხო შეკითხვებიც, რომელთა გარჩევაც შეკითხვის სახელის გასწვრივ არსებული ხატულით არის შესაძლებელი. გთხოვთ, გაითვალისწინოთ, რომ ასეთი შეკითხვები არ არის ხელმისაწვდომი და ხილული საჯაროდ. "
808,ka.app.menu.explore_data,Explore Data,მონაცემთა გაცნობა
809,ka.app.menu.explore_time_series,Explore Time Series,პერიოდული შედარების გაცნობა
810,ka.app.menu.datasets,Datasets,მონაცემები
811,ka.app.menu.time_series,Time Series,პერიოდული შედარება
812,ka.app.menu.user_settings,User Settings,მომხმარებლის პარამეტრები
813,ka.app.menu.about_dataset,About,შესახებ
814,ka.app.menu.about_time_series,About,შესახებ
815,ka.app.menu.all_datasets,All Datasets,ყველა მონაცემები
816,ka.app.menu.all_time_series,All Time Series,ყველა პერიოდული შედარება
817,ka.app.menu.contact,Contact,კონტაქტი
818,ka.app.menu.api,API,API
819,ka.app.menu.instructions,Instructions,ინსტრუქცია
820,ka.app.menu.home,Home,მთავარი
821,ka.app.menu.support,Support,Support
822,ka.app.menu.disclaimer,Disclaimer,შენიშვნა
823,ka.app.menu.powered_xtraktr,Powered By<br />Xtraktr,შექმნილია <br />Xtraktr-ით
824,ka.app.menu.powered_xtraktr_title,This data portal was built using the Xtraktr platform. Learn more and add your own data on the Xtraktr website.,მონაცემები შექმნილია Xtraktr-ის პლატფორმის გამოყენებით. გაიგეთ მეტი და დაამატეთ თქვენი მონაცემები Xtraktr-ს.
825,ka.app.menu.titles.explore_dataset,"Explore the dataset data through charts, maps and tables","მონაცემთა გაცნობა დიაგრამების, რუკებისა და ცხრილების საშუალებით"
826,ka.app.menu.titles.explore_time_series,Explore the time series data through charts and tables,პერიოდული შედარებების გაცნობა დიაგრამებისა და ცხრილების საშუალებით
827,ka.app.menu.titles.dataset_to_time_series,Explore this dataset as part of a time series,პანელური კვლევის ერთიანი მონაცემები
828,ka.app.menu.admin_dataset.explore_data,Dashboard,მთავარი გვერდი
829,ka.app.menu.admin_dataset.heading,Dataset Options,მონაცემთა დეტალები
830,ka.app.menu.admin_dataset.settings,Settings,პარამეტრები
831,ka.app.menu.admin_dataset.qa,Edit Questions/Answers,შეკითხვების/პასუხების რედაქტირება
832,ka.app.menu.admin_dataset.highlights,Highlights,რჩეული ფაქტები
833,ka.app.menu.admin_dataset.warnings,Warnings,გაფრთხილებები
834,ka.app.menu.admin_dataset.mappable,Make Mappable,გავხადოთ რუკაზე დატანადი
835,ka.app.menu.admin_dataset.delete,Delete,წაშლა
836,ka.app.menu.admin_dataset.private_share,Share Private Dataset,არასაჯარო მონაცემების გაზიარება
837,ka.app.menu.admin_dataset.mass_changes,Mass Changes Via Spreadsheet,მასობრივი ცვლილებები ცხრილის საშუალებით
838,ka.app.menu.admin_dataset.mass_changes_questions,Question Mass Changes,შეკითხვის მასობრივი ცვლილებები
839,ka.app.menu.admin_dataset.mass_changes_questions_type,Question Data Type Mass Changes,Question Data Type Mass Changes
840,ka.app.menu.admin_dataset.mass_changes_answers,Answer Mass Changes,პასუხების მასობრივი ცვლილებები
841,ka.app.menu.admin_dataset.download_data,Download Data,მონაცემების ჩამოტვირთვა
842,ka.app.menu.admin_dataset.groups,Group Questions,შეკითხვების დაჯგუფება
843,ka.app.menu.admin_dataset.sort,Sort Groups/Questions,ჯგუფების/შეკითხვების დახარისხება
844,ka.app.menu.admin_dataset.weights,Weight Data,მონაცემების შეწონვა
845,ka.app.menu.admin_time_series.explore_data,Dashboard,მთავარი გვერდი
846,ka.app.menu.admin_time_series.heading,Time Series Options,პერიოდული შედარების ვარიანტები
847,ka.app.menu.admin_time_series.settings,Settings,პარამეტრები
848,ka.app.menu.admin_time_series.qa,Edit Questions/Answers,შეკითხვების/პასუხების რედაქტირება
849,ka.app.menu.admin_time_series.mass_changes,Mass Changes Via Spreadsheet,მასობრივი ცვლილებები ცხრილის საშუალებით
850,ka.app.menu.admin_time_series.mass_changes_answers,Answer Mass Changes,პასუხების მასობრივი ცვლილებები
851,ka.app.menu.admin_time_series.highlights,Highlights,რჩეული ფაქტები
852,ka.app.menu.admin_time_series.warnings,Warnings,გაფრთხილებები
853,ka.app.menu.admin_time_series.delete,Delete,წაშლა
854,ka.app.menu.admin_time_series.private_share,Share Private Time Series,არასაჯარო პერიოდული შედარების გაზიარება
855,ka.app.menu.admin_time_series.groups,Group Questions,შეკითხვების დაჯგუფება
856,ka.app.menu.admin_time_series.sort,Sort Groups/Questions,ჯგუფების/შეკითხვების დახარისხება
857,ka.app.menu.admin_time_series.weights,Weight Data,მონაცემების შეწონვა
858,ka.user.age_group.g1,17-24,17-24
859,ka.user.age_group.g2,25-34,25-34
860,ka.user.age_group.g3,35-44,35-44
861,ka.user.age_group.g4,45-54,45-54
862,ka.user.age_group.g5,55-64,55-64
863,ka.user.age_group.g6,above (>65),(>65)-ზე მეტი
864,ka.user.status.researcher,Researcher,მკვლევარი
865,ka.user.status.student,Student,სტუდენტი
866,ka.user.status.journalist,Journalist,ჟურნალისტი
867,ka.user.status.ngo,NGO,არასამთავრობო ორგანიზაცია
868,ka.user.status.government_official,Government Official,სამთავრობო სტრუქტურა
869,ka.user.status.international_organization,International Organization,საერთაშორისო ორგანიზაცია
870,ka.user.status.private_sector,Private Sector,კერძო სექტორი
871,ka.user.status.other,Other,სხვა
872,ka.user.wanna_account,"Tired of filling out this form? To avoid this form in the future, create an account.",დაიღალეთ ამ ფორმის შევსებით? შექმენით ანგარიში მომავალში მისი თავიდან აცილების მიზნით.
873,ka.layouts.nav.toggle,Toggle navigation,ნავიგაციის ჩართვა/გამორთვა
874,ka.layouts.nav.logo_title,UNICEF Georgia,UNICEF საქართველო
875,ka.layouts.explore_data.private_share_header,Privately Share '%{title}',პირადად გაზიარებული '%{title}'
876,ka.layouts.explore_data.private_share_explanation,"You can copy and share the following URL with whomever you want to view '%{title}' even though your dataset is not shared with the public. These people will have the ability to explore your data, but not edit it.","შეგიძლიათ დააკოპიროთ და გაუზიაროთ შემდეგი URL მას, ვინც გსურთ, რომ იხილოს '%{title}' იმ შემთხვევაშიც კი, თუ თქვენი მონაცემთა ცხრილი არ არის საჯარო. ამ ადამიანებს ექნებათ საშუალება, გაეცნონ თქვენს მონაცემებს, მაგრამ ვერ შეძლებენ მის შეცვლას და შესწორებას."
877,ka.layouts.unsupported_browser.title,Unsupported Browser,შეუსაბამო ბრაუზერი
878,ka.layouts.unsupported_browser.p1,We are sorry to report that your browser is out of date and will not properly render the content from this website.,სამწუხაროდ თქვენი ინტერნეტბრაუზერი განახლებული არაა და საიტის შინაარსის სრულყოფილად გამოტანას ვერ ახერხებს.
879,ka.layouts.unsupported_browser.p2,"On the bright side, there are several free browsers that you can download that are compatible with this site.","არსებობს რამდენიმე უფასო ბრაუზერი, რომლის გადმოწერის შემდეგ შეძლებთ ვებგვერდით სარგებლობას."
880,ka.layouts.unsupported_browser.chrome,Chrome,Chrome
881,ka.layouts.unsupported_browser.firefox,Firefox,Firefox
882,ka.layouts.unsupported_browser.ie,Internet Explorer (Windows only),Internet Explorer (მხოლოდ Windows-ზე)
883,ka.layouts.unsupported_browser.opera,Opera,Opera
884,ka.layouts.unsupported_browser.Safari,Safari,Safari
885,ka.admin.index.title,Administration Section,ადმინისტრაციის განყოფილება
886,ka.admin.index.users,Users,მომხმარებლები
887,ka.admin.index.page_contents,Edit Text on Site,საიტზე ტექსტის რედაქტირება
888,ka.admin.index.datasets,Datasets,მონაცემები
889,ka.admin.index.shapesets,Shapesets,რუკის კონტურული ფორმები
890,ka.admin.index.api_documentation,API Documentation,API დოკუმენტაცია
891,ka.admin.index.download_api_requests,Download API Request History,API-ის მოთხოვნათა ისტორიის ჩამოტვირთვა
892,ka.admin.index.download_download_requests,Download Download Request History,ჩამოტვირთვის მოთხოვნათა ისტორიის ჩამოტვირთვა
893,ka.admin.index.categories,Categories,კატეგორიები
894,ka.admin.index.help_sections,Guide Books,Guide Books
895,ka.admin.index.help_pages,Guides,Guides
896,ka.admin.users.edit.title,Editing User,მომხმარებლის გვერდის რედაქტირება
897,ka.admin.users.index.title,Users,მომხმარებლები
898,ka.admin.users.new.title,New User,ახალი მომხმარებელი
899,ka.admin.users.show.title,User Details,მომხმარებლის დეტალები
900,ka.admin.help_pages.form.assignments,Page Assignments,Page Assignments
901,ka.admin.help_pages.form.assignments_intro,Use this section to indicate which web pages should have links to this help text.,Use this section to indicate which web pages should have links to this help text.
902,ka.devise.mailer.reset_password_instructions.subject,UNICEF Georgia Data Portal - Reset password instructions,UNICEF საქართველოს მონაცემთა პორტალი- პაროლის ინსტრუქციების გადატვირთვა
903,ka.devise.mailer.reset_password_instructions.title,Hello %{nickname} - ,"მოგესალმებით, %{nickname} -"
904,ka.devise.mailer.reset_password_instructions.p1,"Someone has requested a link to change your password on %{app_name}, and you can do this through the link below.",მივიღეთ მოთხოვნა '%{app_name}'-ზე თქვენი პაროლის შეცვლის შესახებ. პაროლის შესაცვლელად მიჰყევით შემდეგ ბმულს.
905,ka.devise.mailer.reset_password_instructions.link_title,Change my password,პაროლის შეცვლა
906,ka.devise.mailer.reset_password_instructions.p2,"If you didn't request this, please ignore this email.","თუ თქვენ არ მოგითხოვიათ პაროლის შეცვლა, გთხოვთ, არ მიაქციოთ ყურადღება ამ შეტყობინებას."
907,ka.devise.mailer.reset_password_instructions.p3,Your password won't change until you access the link above and create a new one.,პაროლის შესაცვლელად უნდა გადახვიდეთ ბმულზე და შექმნათ ახალი პაროლი
908,ka.settings.index.title,User Settings,მომხმარებლის პარამეტრები
909,ka.settings.index.tabs.settings,Settings,პარამეტრები
910,ka.settings.index.tabs.api,API Access Tokens,API-ის დაშვების გასაღებები
911,ka.settings.index.api_explanation1,"The API allows you to programmatically get information and run analyses on the datasets and time series available on this site. All API calls require an access token - a key that let's us know who is making the request. To get one, simply press the button below.","API საშუალებას გაძლევთ, პროგრამულად მიიღოთ ინფორმაცია და ჩაატაროთ ანალიზი საიტზე არსებულ მონაცემთა ცხრილსა და პერიოდულ შედარებაში. API-ის ყველა გამოძაღება ითხოვს დაშვების გასაღებს, რომელიც გვატყობინებს, თუ ვინ აკეთებს მოთხოვნას. გამოძახებისთვის უბრალოდ დააჭირეთ ქვემოთ მოცემულ ღილაკს."
912,ka.settings.index.api_link_text,API Documentation section,API-ის დოკუმენტაციის სექცია
913,ka.settings.index.api_explanation2,You can learn more about the API and how to use the Access Token by going to the [link].,[link]-ზე გადასვლით გაიგებთ მეტს API-ის და დაშვების გასაღების შესახებ.
914,ka.settings.index.no_api_keys,You do not have any API Access Tokens on file.,თქვენ არ გაქვთ API-ის დაშვების გასაღები მოცემული ფაილისთვის.
915,ka.settings.index.get_api,Get API Access Token,API-ის დაშვების გასაღების მიღება
916,ka.settings.index.delete_api,Delete API Access Token,API-ის დაშვების გასაღების წაშლა
917,ka.root.index.header_latest_datasets,Latest Datasets,უახლესი მონაცემები
918,ka.root.index.no_datasets,"At this time, no datasets have been loaded into the site.",ამ მომენტისთვის ვებგვერდზე არ ჩატვირთულა მონაცემთა ცხრილი
919,ka.root.index.header_latest_time_series,Latest Time Series,უახლესი პერიოდული შედარება
920,ka.root.index.no_time_series,"At this time, no time series have been created in the site.",ამ მომენტისთვის ვებგვერდზე არ შექმნილა პერიოდული შედარება.
921,ka.root.index.wms_title,Welfare <br />Monitoring Survey,კეთილდღეობის <br />მონიტორინგის კვლევა
922,ka.root.index.wms_slogan,"Comparing the <br />well-being of households <br />from 2009, 2011, <br />2013 and 2015","შინამეურნეობების<br />კეთილდღეობის შედარება<br />2009, 2011, 2013 და <br />2015 წლებში"
923,ka.root.index.header_highlights,Highlights,რჩეული ფაქტები
924,ka.root.index.header_categories,Browse Categories,კატეგორიების დათვალიერება
925,ka.root.index.search_datasets,Search Datasets,მონაცემთა ძებნა
926,ka.root.contact.title,Contact,კონტაქტი
927,ka.root.contact.send,Send,"მონიშნეთ ქვეყანა/ქვეყნები, რომელთაც ეს მონაცემები წარმოადგენენ"
928,ka.root.contact.error_title,An error has occurred,წარმოიშვა პრობლემა
929,ka.root.instructions.title,Instructions,ინსტრუქცია
930,ka.root.notes.title,Notes,შენიშვნები
931,ka.root.explore_data.title,Explore the Data,მონაცემთა გაცნობა
932,ka.root.explore_data.search_datasets,Search Datasets,მონაცემთა ცხრილის ძებნა
933,ka.root.explore_data.sort_by.this,Sort By,დახარისხება
934,ka.root.explore_data.sort_by.title,Title,სახელწოდება
935,ka.root.explore_data.sort_by.release,Date Released,გამოქვეყნების თარიღი
936,ka.root.explore_data.sort_by.publish,Date Published Here,აქ გამოქვეყნების თარიღი
937,ka.root.explore_data.sort_by.relevant,Relevance,შესაბამისობა
938,ka.root.explore_data.no_data,"At this time, no datasets have been loaded into the site.",ამ მომენტისთვის ვებგვერდზე არ ჩატვირთულა მონაცემთა ცხრილი
939,ka.root.explore_data.no_match,"Sorry, no datasets match your search request.","ბოდიში, თქვენი მოთხოვნის შესაბამისი მონაცემები ვერ მოიძებნა"
940,ka.root.explore_data_datasets.no_match,"Sorry, no datasets match your search request.",
941,ka.root.explore_data_show.title,Explore the Data,მონაცემთა გაცნობა
942,ka.root.explore_time_series.title,Explore Time Series Data,პერიოდული შედარების მონაცემების გაცნობა
943,ka.root.explore_time_series.search_time_series,Search Time Series,პერიოდული შედარების ძებნა
944,ka.root.explore_time_series.sort_by.this,Sort By,დახარისხება
945,ka.root.explore_time_series.sort_by.title,Title,სახელწოდება
946,ka.root.explore_time_series.sort_by.publish,Date Published Here,აქ გამოქვეყნების თარიღი
947,ka.root.explore_time_series.sort_by.relevant,Relevance,შესაბამისობა
948,ka.root.explore_time_series.no_data,"At this time, no time series have been created in the site.",ამ მომენტისთვის ვებგვერდზე არ შექმნილა პერიოდული შედარება.
949,ka.root.explore_time_series.no_match,"Sorry, no time series match your search request.","ბოდიში, თქვენი მოთხოვნის შესაბამისი პერიოდული შედარება ვერ მოიძებნა"
950,ka.root.explore_data_time_series.no_match,"Sorry, no time series match your search request.",
951,ka.root.explore_time_series_show.title,Explore Time Series Data,პერიოდული შედარების მონაცემების გაცნობა
952,ka.api.msgs.no_key,You must provide an API Access Token in order to use the API. You can quickly get a API Access Token by logging in at %{url} and going to the Settings section.,"API-ის გამოსაყენებლად უნდა წარმაოდგინოთ API-ის დაშვების გასაღები, რისი მიღებაც მარტივად შეგიძლიათ თავდაპირველად %{url}-ზე და შემდგომ პარამეტრებში გადასვლით."
953,ka.api.msgs.no_dataset,The Dataset could not be found.,მონაცემები ვერ მოიძებნა
954,ka.api.msgs.no_question,The Question could not be found.,შეკითხვა ვერ მოიძებნა
955,ka.api.msgs.no_broken_down_by,The Broken Down By Question could not be found.,შეკითხვებით ჩაშლა ვერ მოიძებნა
956,ka.api.msgs.no_filtered_by,The Filter By Question could not be found.,შეკითხვებით გაფილტვრა ვერ მოიძებნა
957,ka.api.msgs.no_time_series,The Time Series could not be found.,პერიოდული შედარება ვერ მოიძებნა
958,ka.api.msgs.no_time_series_dataset,The Time Series does not have any datasets assigned to it.,პერიოდულ შედარებას არ აქვს მასთან დაკავშირებული მონაცემები
959,ka.api.msgs.no_time_series_dataset_error,There was an error getting the data for the datasets in the time series.,პერიოდული შედარების მონაცემების მიღებისას დაფიქსირდა შეცდომა.
960,ka.api.msgs.missing_required_params,Please provide all required parameters.,"გთხოვთ, შეავსოთ ყველა მოთხოვნილი პარამეტრი"
961,ka.api.index.title,API,API
962,ka.api.index.no_versions,No documentation for the API has been created yet.,API-ისთვის დოკუმენტაცია ჯერ არ შექმნილა
963,ka.api.index.no_methods,No documentation for this version has been created yet.,ამ ვერსიისთვის დოკუმენტაცია ჯერ არ შექმნილა
964,ka.api.documentation.no_content,No documentation for this method has been created yet.,ამ მეთოდისთვის დოკუმენტაცია ჯერ არ შექმნილა
965,ka.datasets.index.view_warnings,View Details,დეტალების ნახვა
966,ka.datasets.warnings.title,Warnings,გაფრთხილებები
967,ka.datasets.warnings.tab_bad_answers,Questions with Bad Answers,შეკითხვები ცუდი პასუხებით
968,ka.datasets.warnings.tab_no_answers,Questions with No Answers,შეკითხვები პასუხების გარეშე
969,ka.datasets.warnings.tab_no_text,Questions with No Text,შეკითხვები ტექსტის გარეშე
970,ka.datasets.warnings.bad_answers,"The following %{number} questions contain values that were not listed as one of the possible answers. For example, the list of possible answers was 1, 2, 3 or 4 and one record had a value of 5. The records with the extra values will not be used during analysis.","შემდეგი %{number} შეკითხვა შეიცავს მნიშვნელობებს, რომლებიც არ იყო მითითებული შესაძლო პასუხების ჩამონათვალში. მაგალითად, შეკითხვის შესაძლო პასუხები იყო 1, 2, 3 და 4, ხოლო ერთერთი ჩანაწერის მნიშვნელობა არის 5. ჩანაწერები, რომელთაც აქვთ განსხვავებული მნიშვნელობები, ანალიზის დროს არ იქნებიან გათვალისწინებული. "
971,ka.datasets.warnings.no_answers,"The following %{number} questions do not have a list of possible answers. If your data file is a from a statistical package (SPSS, STATA, etc), this happens because the question is numerical or because a categorical question did not have a predefined list of answers. If your data file is a spreadsheet (CSV, XLSX, etc), this happens because you need to define which questions are numerical and which are categorical.

To define which questions are numerical or categorical, use the <a href=""%{link}"">Data Type form</a>.

To define answers for a categorical question, use the 'Add Answers' button below.

These questions will not be available for analysis unless the data type is set to numerical or answers are defined to categorical questions.
","The following %{number} questions do not have a list of possible answers. If your data file is a from a statistical package (SPSS, STATA, etc), this happens because the question is numerical or because a categorical question did not have a predefined list of answers. If your data file is a spreadsheet (CSV, XLSX, etc), this happens because you need to define which questions are numerical and which are categorical.

To define which questions are numerical or categorical, use the <a href=""%{link}"">Data Type form</a>.

To define answers for a categorical question, use the 'Add Answers' button below.

These questions will not be available for analysis unless the data type is set to numerical or answers are defined to categorical questions.
"
972,ka.datasets.warnings.no_text,"The following %{number} questions do not have text. For example a code of 'A1' was given, but no text describing what 'A1' represents was provided. These questions will not be available for analysis unless text is provided.","შემდეგ %{number} შეკითხვას არ აქვს ტექსტი. მაგალითად, მოცემულია კოდი 'A1', რომელსაც არ აქვს აღწერის ტექსტი. ტექსტის გარეშე ამ შეკითხვების გაანალიზება შესაძლებელი არ იქნება. "
973,ka.datasets.warnings.no_bad_answers,Congratulations! All of the data file data contains valid answers.,გილოცავთ! მონაცემების ფაილის ყველა მონაცემი შეიცავს სწორ პასუხს.
974,ka.datasets.warnings.no_no_answers,Congratulations! All of the data file questions have answers.,გილოცავთ! მონაცემების ყველა ფაილს აქვს პასუხი.
975,ka.datasets.warnings.no_no_text,Congratulations! All of the data file questions have text.,გილოცავთ! მონაცემების ყველა ფაილს აქვს ტექსტი.
976,ka.datasets.warnings.no_warnings,Congratulations! Your data file contains no issues that may effect the way the data is analyzed.,გილოცავთ! თქვენი მონაცემები არ შეიცავს პრობლემურ საკითხებს მონაცემთა ანალიზისთვის.
977,ka.datasets.mass_changes_questions.title,Question Mass Changes,შეკითხვის მასობრივი ცვლილებები
978,ka.datasets.mass_changes_questions.explanation,Use this page to indicate which questions should not be included during analysis and which should be included when the public download's the data.,"გამოიყენეთ ეს გვერდი იმის მისათითებლად, თუ რომელი შეკითხვა უნდა გამოირიცხოს ანალიზიდან და რომელი შეკითხვა უნდა შედიოდეს მონაცემებში, რომელიც ხელმისაწვდომია საჯარო ჩამოტვირთვისთვის. "
979,ka.datasets.mass_changes_questions.no_questions,There are no questions on file for this dataset.,ამ მონაცემებისთვის არ არის შეკითხვები
980,ka.datasets.mass_changes_questions_type.title,Question Data Type Mass Changes,Question Data Type Mass Changes
981,ka.datasets.mass_changes_questions_type.explanation,"Use this page to indicate the data type of each question. A question that does not have a data type selected cannot be analyzed. If a question does not have pre-defined answers it cannot be selected as Categorical.

For numerical questions, a histogram chart will be used during analysis. You can set the histogram bar size and the min and max value of the chart.
","Use this page to indicate the data type of each question. A question that does not have a data type selected cannot be analyzed. If a question does not have pre-defined answers it cannot be selected as Categorical.

For numerical questions, a histogram chart will be used during analysis. You can set the histogram bar size and the min and max value of the chart.
"
982,ka.datasets.mass_changes_questions_type.no_questions,There are no questions on file for this dataset.,There are no questions on file for this dataset.
983,ka.datasets.mass_changes_questions_type.no_answer,"Question does not have predefined answers and, therefore, cannot be selected as a categorical type.","Question does not have predefined answers and, therefore, cannot be selected as a categorical type."
984,ka.datasets.mass_changes_questions_type.no_data,"Question does not have answers that are not predefined answers and, therefore, cannot be selected as a numerical type.","Question does not have answers that are not predefined answers and, therefore, cannot be selected as a numerical type."
985,ka.datasets.mass_changes_questions_type.percent,Percent,Percent
986,ka.datasets.mass_changes_questions_type.integer,Integer,Integer
987,ka.datasets.mass_changes_questions_type.decimal,Decimal,Decimal
988,ka.datasets.mass_changes_questions_type.hints.title,"Click the language abbreviation to switch to the language you want to enter the x-axis title for. If you leave this field blank, no x-axis title will be shown.","Click the language abbreviation to switch to the language you want to enter the x-axis title for. If you leave this field blank, no x-axis title will be shown."
989,ka.datasets.mass_changes_questions_type.hints.width,The bar width is how many values you want to contain in each histgram bar. Default value is 10.,The bar width is how many values you want to contain in each histgram bar. Default value is 10.
990,ka.datasets.mass_changes_questions_type.hints.min,The value you want to start with on the histogram chart. Default value is the minimum value in the data.,The value you want to start with on the histogram chart. Default value is the minimum value in the data.
991,ka.datasets.mass_changes_questions_type.hints.max,The value you want to end with on the histogram chart. Default value is the maximum value in the data.,The value you want to end with on the histogram chart. Default value is the maximum value in the data.
992,ka.datasets.mass_changes_questions_type.hints.view_active,View the question results in a chart,View the question results in a chart
